Financial Year,Disability Status of the Individual,Gender of the Individual,Educational Attainment of the Individual,Universal Credit (UC) Applicable Family for the Individual,Savings and Investments of Adults in the Family of the Individual,Number of Children in the Family of the Individual,Location in the United Kingdom of the Household of the Individual (please calculate three-year averages - click on i for the correct method),0_to_15,16_to_19_child,16_to_24_adult,25_to_29,30_to_34,35_to_39,40_to_44,45_to_49,50_to_54,55_to_59,60_to_64,65_to_69,70_to_74,75_to_79,80_to_84,85_or_over
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8256.0,11739.0,8649.0,9381.0,0.0
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2076.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Qualification below degree level,Not in a UC applicable family,"£8,000 but less than £10,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",No children,Great Britain,0.0,0.0,285257.0,40703.0,1807.0,2004.0,0.0,0.0,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",No children,Northern Ireland,0.0,0.0,17361.0,261.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",One child,Great Britain,0.0,0.0,5275.0,0.0,4971.0,1915.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",Three or more children,Great Britain,0.0,0.0,0.0,0.0,5279.0,2766.0,6313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",Two children,Great Britain,0.0,0.0,3556.0,1916.0,1780.0,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"Less than £1,500",Two children,Northern Ireland,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,No children,Great Britain,0.0,0.0,183622.0,7391.0,4718.0,0.0,2885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,No children,Northern Ireland,0.0,0.0,7351.0,0.0,0.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,One child,Great Britain,0.0,0.0,0.0,0.0,4097.0,0.0,0.0,1644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,Two children,Great Britain,0.0,0.0,0.0,2168.0,0.0,0.0,1389.0,924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,No savings,Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",No children,Great Britain,0.0,0.0,53375.0,15538.0,0.0,5312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",One child,Great Britain,0.0,0.0,0.0,2440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£1,500 but less than £3,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",No children,Great Britain,0.0,0.0,11256.0,0.0,0.0,0.0,3209.0,0.0,0.0,2729.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",No children,Northern Ireland,0.0,0.0,355.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,3216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",Two children,Great Britain,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£10,000 but less than £16,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",No children,Great Britain,0.0,0.0,4599.0,2545.0,0.0,575.0,0.0,0.0,0.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£16,000 but less than £20,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",No children,Great Britain,0.0,0.0,18893.0,16870.0,5674.0,0.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",One child,Great Britain,0.0,0.0,0.0,9306.0,0.0,2659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",One child,Northern Ireland,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,7033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£20,000 or more",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",No children,Great Britain,0.0,0.0,60644.0,10694.0,1516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",No children,Northern Ireland,0.0,0.0,1875.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,1335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£3,000 but less than £8,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",No children,Great Britain,0.0,0.0,6113.0,0.0,0.0,0.0,2776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,In a UC applicable family,"£8,000 but less than £10,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"Less than £1,500",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),No savings,Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£1,500 but less than £3,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£10,000 but less than £16,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£16,000 but less than £20,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£20,000 or more",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
