geography_code,date,phase_type_grouping,fsm,value,variable_name,count
E06000049,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),10.1,percent_of_pupils,56
E06000049,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),10.1,percent_of_pupils,56
E06000049,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),31.6,percent_of_pupils,56
E06000049,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),10.2,percent_of_pupils,56
E06000049,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),8.8,percent_of_pupils,56
E06000049,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),19.2,percent_of_pupils,56
E06000049,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),8.8,percent_of_pupils,56
E06000049,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),8.4,percent_of_pupils,56
E06000049,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),29.2,percent_of_pupils,56
E06000049,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),31.5,percent_of_pupils,56
E06000049,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),8.7,percent_of_pupils,56
E06000049,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),8.8,percent_of_pupils,56
E06000049,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),8.2,percent_of_pupils,56
E06000049,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),10.0,percent_of_pupils,56
E06000049,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000049,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),8.3,percent_of_pupils,56
E06000049,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),34.5,percent_of_pupils,56
E06000049,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),7.5,percent_of_pupils,56
E06000049,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),8.6,percent_of_pupils,56
E06000049,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),29.9,percent_of_pupils,56
E06000007,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),22.2,percent_of_pupils,56
E06000007,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),100.0,percent_of_pupils,56
E06000007,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),55.6,percent_of_pupils,56
E06000007,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),16.0,percent_of_pupils,56
E06000007,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),24.0,percent_of_pupils,56
E06000007,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),19.0,percent_of_pupils,56
E06000007,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),43.0,percent_of_pupils,56
E06000007,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),20.0,percent_of_pupils,56
E06000007,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),22.6,percent_of_pupils,56
E06000007,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),17.2,percent_of_pupils,56
E06000007,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),44.4,percent_of_pupils,56
E06000007,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),20.8,percent_of_pupils,56
E06000007,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),66.7,percent_of_pupils,56
E06000007,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),100.0,percent_of_pupils,56
E06000007,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),8.3,percent_of_pupils,56
E06000007,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),21.3,percent_of_pupils,56
E06000007,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),15.7,percent_of_pupils,56
E06000007,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),44.7,percent_of_pupils,56
E06000007,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),19.4,percent_of_pupils,56
E06000007,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),94.1,percent_of_pupils,56
E06000007,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),16.7,percent_of_pupils,56
E06000007,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),94.7,percent_of_pupils,56
E06000007,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),36.4,percent_of_pupils,56
E06000007,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),3.8,percent_of_pupils,56
E06000007,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),17.7,percent_of_pupils,56
E06000007,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),13.2,percent_of_pupils,56
E06000007,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),41.2,percent_of_pupils,56
E06000007,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),16.2,percent_of_pupils,56
E06000007,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),11.2,percent_of_pupils,56
E06000007,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.0,percent_of_pupils,56
E06000007,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),13.7,percent_of_pupils,56
E06000007,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),96.7,percent_of_pupils,56
E06000007,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),20.0,percent_of_pupils,56
E06000007,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000007,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),14.8,percent_of_pupils,56
E06000007,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000007,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),12.0,percent_of_pupils,56
E06000007,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),9.9,percent_of_pupils,56
E06000007,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.7,percent_of_pupils,56
E06000007,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),11.6,percent_of_pupils,56
E06000007,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),100.0,percent_of_pupils,56
E06000007,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),16.7,percent_of_pupils,56
E06000007,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),66.7,percent_of_pupils,56
E06000007,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000007,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),11.3,percent_of_pupils,56
E06000007,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),9.3,percent_of_pupils,56
E06000007,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.6,percent_of_pupils,56
E06000007,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),10.9,percent_of_pupils,56
E06000007,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),94.3,percent_of_pupils,56
E06000007,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),10.7,percent_of_pupils,56
E06000007,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),11.0,percent_of_pupils,56
E06000007,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),70.3,percent_of_pupils,56
E06000007,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),9.3,percent_of_pupils,56
E06000007,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E06000007,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.4,percent_of_pupils,56
E06000007,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
