Financial Year,geography_name,geography_code,Savings and Investments of Adults in the Family of the Individual,variable_name,value
2009-10,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),97159.0
2009-10,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),12950.0
2010-11,North East,E12000001,"Less than £1,500",In low income (below threshold),69954.0
2010-11,North East,E12000001,No savings,In low income (below threshold),278792.0
2010-11,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),24273.0
2010-11,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),12924.0
2010-11,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),822.0
2010-11,North East,E12000001,"£20,000 or more",In low income (below threshold),31019.0
2010-11,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),26846.0
2010-11,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),3889.0
2010-11,North West,E12000002,"Less than £1,500",In low income (below threshold),143255.0
2010-11,North West,E12000002,No savings,In low income (below threshold),766766.0
2010-11,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),44241.0
2010-11,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),31584.0
2010-11,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),16636.0
2010-11,North West,E12000002,"£20,000 or more",In low income (below threshold),74768.0
2010-11,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),100179.0
2010-11,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),28643.0
2010-11,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),136812.0
2010-11,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),618519.0
2010-11,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),67187.0
2010-11,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),35938.0
2010-11,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),10104.0
2010-11,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),54818.0
2010-11,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),95067.0
2010-11,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),20032.0
2011-12,North East,E12000001,"Less than £1,500",In low income (below threshold),62587.0
2011-12,North East,E12000001,No savings,In low income (below threshold),317063.0
2011-12,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),19703.0
2011-12,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),11181.0
2011-12,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),2137.0
2011-12,North East,E12000001,"£20,000 or more",In low income (below threshold),27246.0
2011-12,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),33287.0
2011-12,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),4035.0
2011-12,North West,E12000002,"Less than £1,500",In low income (below threshold),122358.0
2011-12,North West,E12000002,No savings,In low income (below threshold),788987.0
2011-12,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),58098.0
2011-12,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),44959.0
2011-12,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),8992.0
2011-12,North West,E12000002,"£20,000 or more",In low income (below threshold),80873.0
2011-12,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),91076.0
2011-12,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),18038.0
2011-12,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),83264.0
2011-12,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),665486.0
2011-12,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),35615.0
2011-12,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),29164.0
2011-12,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),10831.0
2011-12,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),60594.0
2011-12,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),58850.0
2011-12,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),14974.0
2012-13,North East,E12000001,"Less than £1,500",In low income (below threshold),52423.0
2012-13,North East,E12000001,No savings,In low income (below threshold),312946.0
2012-13,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),10201.0
2012-13,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),12996.0
2012-13,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),2553.0
2012-13,North East,E12000001,"£20,000 or more",In low income (below threshold),23074.0
2012-13,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),24839.0
2012-13,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),4386.0
2012-13,North West,E12000002,"Less than £1,500",In low income (below threshold),96257.0
2012-13,North West,E12000002,No savings,In low income (below threshold),873635.0
2012-13,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),48554.0
2012-13,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),26330.0
2012-13,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),16755.0
2012-13,North West,E12000002,"£20,000 or more",In low income (below threshold),91667.0
2012-13,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),44543.0
2012-13,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),31502.0
2012-13,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),83964.0
2012-13,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),692436.0
2012-13,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),55205.0
2012-13,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),32193.0
2012-13,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),11156.0
2012-13,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),50711.0
2012-13,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),69995.0
2012-13,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),10767.0
2013-14,North East,E12000001,"Less than £1,500",In low income (below threshold),42094.0
2013-14,North East,E12000001,No savings,In low income (below threshold),291612.0
2013-14,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),6835.0
2013-14,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),20150.0
2013-14,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),0.0
2013-14,North East,E12000001,"£20,000 or more",In low income (below threshold),24917.0
2013-14,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),32809.0
2013-14,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),6012.0
2013-14,North West,E12000002,"Less than £1,500",In low income (below threshold),124905.0
2013-14,North West,E12000002,No savings,In low income (below threshold),781721.0
2013-14,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),50762.0
2013-14,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),23982.0
2013-14,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),4585.0
2013-14,North West,E12000002,"£20,000 or more",In low income (below threshold),107005.0
2013-14,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),67031.0
2013-14,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),15110.0
2013-14,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),160713.0
2013-14,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),535794.0
2013-14,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),37343.0
2013-14,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),34599.0
2013-14,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),5099.0
2013-14,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),38425.0
2013-14,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),47890.0
2013-14,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),17937.0
2014-15,North East,E12000001,"Less than £1,500",In low income (below threshold),48565.0
2014-15,North East,E12000001,No savings,In low income (below threshold),357307.0
2014-15,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),2787.0
2014-15,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),15045.0
2014-15,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),7270.0
2014-15,North East,E12000001,"£20,000 or more",In low income (below threshold),31424.0
2014-15,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),29319.0
2014-15,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),9058.0
2014-15,North West,E12000002,"Less than £1,500",In low income (below threshold),105899.0
2014-15,North West,E12000002,No savings,In low income (below threshold),919824.0
2014-15,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),29385.0
2014-15,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),55934.0
2014-15,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),7378.0
2014-15,North West,E12000002,"£20,000 or more",In low income (below threshold),106365.0
2014-15,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),76793.0
2014-15,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),19182.0
2014-15,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),68186.0
2014-15,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),650095.0
2014-15,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),54643.0
2014-15,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),24271.0
2014-15,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),17564.0
2014-15,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),84388.0
2014-15,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),55180.0
2014-15,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),25025.0
2015-16,North East,E12000001,"Less than £1,500",In low income (below threshold),36624.0
2015-16,North East,E12000001,No savings,In low income (below threshold),307438.0
2015-16,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),18930.0
2015-16,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),8754.0
2015-16,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),7281.0
2015-16,North East,E12000001,"£20,000 or more",In low income (below threshold),36354.0
2015-16,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),37455.0
2015-16,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),20980.0
2015-16,North West,E12000002,"Less than £1,500",In low income (below threshold),143069.0
2015-16,North West,E12000002,No savings,In low income (below threshold),784326.0
2015-16,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),46648.0
2015-16,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),40751.0
2015-16,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),7414.0
2015-16,North West,E12000002,"£20,000 or more",In low income (below threshold),84024.0
2015-16,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),150327.0
2015-16,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),27283.0
2015-16,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),113316.0
2015-16,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),606519.0
2015-16,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),24085.0
2015-16,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),34516.0
2015-16,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),36186.0
2015-16,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),88635.0
2015-16,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),83797.0
2015-16,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),9431.0
2016-17,North East,E12000001,"Less than £1,500",In low income (below threshold),41656.0
2016-17,North East,E12000001,No savings,In low income (below threshold),323973.0
2016-17,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),14245.0
2016-17,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),16233.0
2016-17,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),13538.0
2016-17,North East,E12000001,"£20,000 or more",In low income (below threshold),32731.0
2016-17,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),45835.0
2016-17,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),1195.0
2016-17,North West,E12000002,"Less than £1,500",In low income (below threshold),131650.0
2016-17,North West,E12000002,No savings,In low income (below threshold),896219.0
2016-17,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),82487.0
2016-17,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),32622.0
2016-17,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),7829.0
2016-17,North West,E12000002,"£20,000 or more",In low income (below threshold),93791.0
2016-17,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),85650.0
2016-17,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),29029.0
2016-17,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),121570.0
2016-17,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),502247.0
2016-17,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),39622.0
2016-17,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),43232.0
2016-17,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),15890.0
2016-17,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),112192.0
2016-17,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),96541.0
2016-17,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),19021.0
2017-18,North East,E12000001,"Less than £1,500",In low income (below threshold),26956.0
2017-18,North East,E12000001,No savings,In low income (below threshold),322710.0
2017-18,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),24538.0
2017-18,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),11698.0
2017-18,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),2506.0
2017-18,North East,E12000001,"£20,000 or more",In low income (below threshold),38590.0
2017-18,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),60732.0
2017-18,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),20774.0
2017-18,North West,E12000002,"Less than £1,500",In low income (below threshold),115050.0
2017-18,North West,E12000002,No savings,In low income (below threshold),966692.0
2017-18,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),71061.0
2017-18,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),42536.0
2017-18,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),10337.0
2017-18,North West,E12000002,"£20,000 or more",In low income (below threshold),106962.0
2017-18,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),74749.0
2017-18,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),33141.0
2017-18,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),95293.0
2017-18,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),641061.0
2017-18,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),59297.0
2017-18,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),51417.0
2017-18,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),8718.0
2017-18,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),111772.0
2017-18,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),105083.0
2017-18,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),12013.0
2018-19,North East,E12000001,"Less than £1,500",In low income (below threshold),35113.0
2018-19,North East,E12000001,No savings,In low income (below threshold),352213.0
2018-19,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),15848.0
2018-19,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),12180.0
2018-19,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),7945.0
2018-19,North East,E12000001,"£20,000 or more",In low income (below threshold),45239.0
2018-19,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),37159.0
2018-19,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),3542.0
2018-19,North West,E12000002,"Less than £1,500",In low income (below threshold),154805.0
2018-19,North West,E12000002,No savings,In low income (below threshold),819348.0
2018-19,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),32310.0
2018-19,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),45014.0
2018-19,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),10332.0
2018-19,North West,E12000002,"£20,000 or more",In low income (below threshold),140648.0
2018-19,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),97547.0
2018-19,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),32296.0
2018-19,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),108228.0
2018-19,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),779570.0
2018-19,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),54083.0
2018-19,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),30461.0
2018-19,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),16794.0
2018-19,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),91535.0
2018-19,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),90743.0
2018-19,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),19643.0
2019-20,North East,E12000001,"Less than £1,500",In low income (below threshold),310050.0
2019-20,North East,E12000001,No savings,In low income (below threshold),182040.0
2019-20,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),16711.0
2019-20,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),23377.0
2019-20,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),14242.0
2019-20,North East,E12000001,"£20,000 or more",In low income (below threshold),62053.0
2019-20,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),37758.0
2019-20,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),18506.0
2019-20,North West,E12000002,"Less than £1,500",In low income (below threshold),547629.0
2019-20,North West,E12000002,No savings,In low income (below threshold),444458.0
2019-20,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),76584.0
2019-20,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),40762.0
2019-20,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),22970.0
2019-20,North West,E12000002,"£20,000 or more",In low income (below threshold),85120.0
2019-20,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),91506.0
2019-20,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),24056.0
2019-20,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),454532.0
2019-20,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),368861.0
2019-20,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),74133.0
2019-20,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),35753.0
2019-20,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),16906.0
2019-20,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),102994.0
2019-20,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),88926.0
2019-20,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),18566.0
2020-21,North East,E12000001,"Less than £1,500",In low income (below threshold),0.0
2020-21,North East,E12000001,No savings,In low income (below threshold),0.0
2020-21,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),0.0
2020-21,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),0.0
2020-21,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),0.0
2020-21,North East,E12000001,"£20,000 or more",In low income (below threshold),0.0
2020-21,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),0.0
2020-21,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),0.0
2020-21,North West,E12000002,"Less than £1,500",In low income (below threshold),0.0
2020-21,North West,E12000002,No savings,In low income (below threshold),0.0
2020-21,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),0.0
2020-21,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),0.0
2020-21,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),0.0
2020-21,North West,E12000002,"£20,000 or more",In low income (below threshold),0.0
2020-21,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),0.0
2020-21,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),0.0
2020-21,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),0.0
2021-22,North East,E12000001,"Less than £1,500",In low income (below threshold),193991.0
2021-22,North East,E12000001,No savings,In low income (below threshold),103723.0
2021-22,North East,E12000001,"£1,500 but less than £3,000",In low income (below threshold),28061.0
2021-22,North East,E12000001,"£10,000 but less than £16,000",In low income (below threshold),18000.0
2021-22,North East,E12000001,"£16,000 but less than £20,000",In low income (below threshold),6617.0
2021-22,North East,E12000001,"£20,000 or more",In low income (below threshold),32605.0
2021-22,North East,E12000001,"£3,000 but less than £8,000",In low income (below threshold),35325.0
2021-22,North East,E12000001,"£8,000 but less than £10,000",In low income (below threshold),5340.0
2021-22,North West,E12000002,"Less than £1,500",In low income (below threshold),517846.0
2021-22,North West,E12000002,No savings,In low income (below threshold),403448.0
2021-22,North West,E12000002,"£1,500 but less than £3,000",In low income (below threshold),124656.0
2021-22,North West,E12000002,"£10,000 but less than £16,000",In low income (below threshold),43000.0
2021-22,North West,E12000002,"£16,000 but less than £20,000",In low income (below threshold),10899.0
2021-22,North West,E12000002,"£20,000 or more",In low income (below threshold),138090.0
2021-22,North West,E12000002,"£3,000 but less than £8,000",In low income (below threshold),111118.0
2021-22,North West,E12000002,"£8,000 but less than £10,000",In low income (below threshold),17305.0
2021-22,Yorkshire and The Humber,E12000003,"Less than £1,500",In low income (below threshold),353811.0
2021-22,Yorkshire and The Humber,E12000003,No savings,In low income (below threshold),255022.0
2021-22,Yorkshire and The Humber,E12000003,"£1,500 but less than £3,000",In low income (below threshold),71597.0
2021-22,Yorkshire and The Humber,E12000003,"£10,000 but less than £16,000",In low income (below threshold),32765.0
2021-22,Yorkshire and The Humber,E12000003,"£16,000 but less than £20,000",In low income (below threshold),32552.0
2021-22,Yorkshire and The Humber,E12000003,"£20,000 or more",In low income (below threshold),122545.0
2021-22,Yorkshire and The Humber,E12000003,"£3,000 but less than £8,000",In low income (below threshold),117790.0
2021-22,Yorkshire and The Humber,E12000003,"£8,000 but less than £10,000",In low income (below threshold),38430.0
