geography_code,ahc_income_status,Marital Status of Adults and Type of Couple in the Family of the Individual,bhc_income_status,variable_name,value,date,population,percent
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,382227.6666666667,2006-07 - 2008-09,9515361.666666666,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,390641.3333333333,2007-08 - 2009-10,9525562.0,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,382305.0,2008-09 - 2010-11,9551758.333333334,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,384497.0,2009-10 - 2011-12,9588352.666666666,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,374799.6666666667,2010-11 - 2012-13,9636402.0,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,389130.0,2011-12 - 2013-14,9658727.666666666,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,375822.0,2012-13 - 2014-15,9656777.666666666,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,385077.6666666666,2013-14 - 2015-16,9649519.333333334,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,383106.6666666667,2014-15 - 2016-17,9637755.333333334,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,383676.0,2015-16 - 2017-18,9701484.333333334,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,358782.3333333334,2016-17 - 2018-19,9752448.0,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,346388.0,2017-18 - 2019-20,9854428.333333334,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,374560.0,2018-19 - 2021-22,9824527.0,4.0
E12999901,In low income (below threshold),Couple,Not in low income (at or above threshold),population,392886.5,2019-20 - 2021-22,9850251.5,4.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12999901,In low income (below threshold),Single,In low income (below threshold),population,459162.0,1995-96 - 1997-98,1594292.3333333335,29.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,917069.0,1996-97 - 1998-99,3181198.6666666665,29.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1356431.3333333333,1997-98 - 1999-00,4774674.333333333,28.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1316397.3333333335,1998-99 - 2000-01,4769541.0,28.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1289650.3333333335,1999-00 - 2001-02,4801733.666666667,27.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1216241.6666666665,2000-01 - 2002-03,4774531.666666667,25.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1152600.0,2001-02 - 2003-04,4772423.333333334,24.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1088497.6666666665,2002-03 - 2004-05,4763361.333333333,23.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1078157.6666666667,2003-04 - 2005-06,4848662.666666667,22.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1103215.6666666667,2004-05 - 2006-07,4880736.333333333,23.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1118762.3333333335,2005-06 - 2007-08,4900292.333333334,23.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1141327.6666666665,2006-07 - 2008-09,4876040.666666666,23.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1129272.6666666665,2007-08 - 2009-10,4932142.666666666,23.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1078318.0,2008-09 - 2010-11,4974397.333333333,22.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1034276.3333333333,2009-10 - 2011-12,5036082.0,21.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,993587.0,2010-11 - 2012-13,5084908.666666666,20.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1001950.6666666666,2011-12 - 2013-14,5124203.333333333,20.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1016223.6666666667,2012-13 - 2014-15,5156927.333333333,20.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1029344.6666666667,2013-14 - 2015-16,5196702.0,20.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1071881.6666666667,2014-15 - 2016-17,5271263.333333334,20.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1099139.0,2015-16 - 2017-18,5286228.0,21.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1138211.0,2016-17 - 2018-19,5335687.666666667,21.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1165730.6666666667,2017-18 - 2019-20,5323125.0,22.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1183466.6666666667,2018-19 - 2021-22,5418662.333333333,22.0
E12999901,In low income (below threshold),Single,In low income (below threshold),population,1205210.5,2019-20 - 2021-22,5408062.5,22.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,169500.33333333334,1995-96 - 1997-98,1594292.3333333335,11.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,350626.3333333333,1996-97 - 1998-99,3181198.6666666665,11.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,527883.3333333334,1997-98 - 1999-00,4774674.333333333,11.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,508561.3333333334,1998-99 - 2000-01,4769541.0,11.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,465994.3333333333,1999-00 - 2001-02,4801733.666666667,10.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,433980.3333333334,2000-01 - 2002-03,4774531.666666667,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,410793.0,2001-02 - 2003-04,4772423.333333334,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,389949.0,2002-03 - 2004-05,4763361.333333333,8.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,376489.0,2003-04 - 2005-06,4848662.666666667,8.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,377150.0,2004-05 - 2006-07,4880736.333333333,8.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,362164.3333333334,2005-06 - 2007-08,4900292.333333334,7.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,351521.3333333334,2006-07 - 2008-09,4876040.666666666,7.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,386404.0,2007-08 - 2009-10,4932142.666666666,8.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,449921.0,2008-09 - 2010-11,4974397.333333333,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,477124.0,2009-10 - 2011-12,5036082.0,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,472827.0,2010-11 - 2012-13,5084908.666666666,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,482543.0,2011-12 - 2013-14,5124203.333333333,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,482830.0,2012-13 - 2014-15,5156927.333333333,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,500138.3333333334,2013-14 - 2015-16,5196702.0,10.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,491765.0,2014-15 - 2016-17,5271263.333333334,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,479943.6666666666,2015-16 - 2017-18,5286228.0,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,460751.6666666667,2016-17 - 2018-19,5335687.666666667,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,433568.3333333333,2017-18 - 2019-20,5323125.0,8.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,465603.3333333334,2018-19 - 2021-22,5418662.333333333,9.0
E12999901,In low income (below threshold),Single,Not in low income (at or above threshold),population,463874.0,2019-20 - 2021-22,5408062.5,9.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,247331.3333333333,1994-95 - 1996-97,14145021.0,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,198448.0,1995-96 - 1997-98,12526244.666666666,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,156946.0,1996-97 - 1998-99,10917873.0,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,126230.0,1997-98 - 1999-00,9300853.0,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,127465.66666666666,1998-99 - 2000-01,9289641.0,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,134641.0,1999-00 - 2001-02,9247565.666666666,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,130965.33333333334,2000-01 - 2002-03,9280783.333333334,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,136827.0,2001-02 - 2003-04,9309150.666666666,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,135334.66666666666,2002-03 - 2004-05,9361760.0,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,150872.66666666666,2003-04 - 2005-06,9341261.666666666,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,156795.0,2004-05 - 2006-07,9376443.333333332,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,158747.0,2005-06 - 2007-08,9426321.0,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,155667.33333333334,2006-07 - 2008-09,9515361.666666666,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,139605.0,2007-08 - 2009-10,9525562.0,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,130170.0,2008-09 - 2010-11,9551758.333333334,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,136528.0,2009-10 - 2011-12,9588352.666666666,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,160604.33333333334,2010-11 - 2012-13,9636402.0,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,161562.3333333333,2011-12 - 2013-14,9658727.666666666,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,139056.6666666667,2012-13 - 2014-15,9656777.666666666,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,116320.0,2013-14 - 2015-16,9649519.333333334,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,125230.33333333334,2014-15 - 2016-17,9637755.333333334,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,146780.0,2015-16 - 2017-18,9701484.333333334,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,152703.0,2016-17 - 2018-19,9752448.0,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,150333.3333333333,2017-18 - 2019-20,9854428.333333334,2.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,125864.0,2018-19 - 2021-22,9824527.0,1.0
E12999901,Not in low income (at or above threshold),Couple,In low income (below threshold),population,118799.0,2019-20 - 2021-22,9850251.5,1.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,10130840.333333334,1994-95 - 1996-97,14145021.0,72.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,9202840.666666666,1995-96 - 1997-98,12526244.666666666,73.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,8181437.333333334,1996-97 - 1998-99,10917873.0,75.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7224106.333333333,1997-98 - 1999-00,9300853.0,78.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7257427.666666666,1998-99 - 2000-01,9289641.0,78.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7325108.666666666,1999-00 - 2001-02,9247565.666666666,79.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7403552.333333334,2000-01 - 2002-03,9280783.333333334,80.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7445408.0,2001-02 - 2003-04,9309150.666666666,80.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7576893.666666667,2002-03 - 2004-05,9361760.0,81.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7530266.0,2003-04 - 2005-06,9341261.666666666,81.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7489425.666666666,2004-05 - 2006-07,9376443.333333332,80.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7379909.333333334,2005-06 - 2007-08,9426321.0,78.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7460481.0,2006-07 - 2008-09,9515361.666666666,78.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7511108.666666666,2007-08 - 2009-10,9525562.0,79.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7603508.666666667,2008-09 - 2010-11,9551758.333333334,80.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7664257.0,2009-10 - 2011-12,9588352.666666666,80.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7716757.0,2010-11 - 2012-13,9636402.0,80.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7809652.333333333,2011-12 - 2013-14,9658727.666666666,81.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7798317.666666666,2012-13 - 2014-15,9656777.666666666,81.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7769925.0,2013-14 - 2015-16,9649519.333333334,81.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7693178.0,2014-15 - 2016-17,9637755.333333334,80.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7708611.0,2015-16 - 2017-18,9701484.333333334,79.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7732986.333333333,2016-17 - 2018-19,9752448.0,79.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7761366.333333334,2017-18 - 2019-20,9854428.333333334,79.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7788555.333333334,2018-19 - 2021-22,9824527.0,79.0
E12999901,Not in low income (at or above threshold),Couple,Not in low income (at or above threshold),population,7834261.5,2019-20 - 2021-22,9850251.5,80.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,0.0,1994-95 - 1996-97,0.0,
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,37722.0,1995-96 - 1997-98,1594292.3333333335,2.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,86268.0,1996-97 - 1998-99,3181198.6666666665,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,123501.0,1997-98 - 1999-00,4774674.333333333,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,124078.0,1998-99 - 2000-01,4769541.0,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,122731.0,1999-00 - 2001-02,4801733.666666667,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,121255.0,2000-01 - 2002-03,4774531.666666667,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,132039.66666666666,2001-02 - 2003-04,4772423.333333334,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,135428.66666666666,2002-03 - 2004-05,4763361.333333333,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,154166.0,2003-04 - 2005-06,4848662.666666667,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,156014.33333333334,2004-05 - 2006-07,4880736.333333333,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,151773.0,2005-06 - 2007-08,4900292.333333334,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,141835.66666666666,2006-07 - 2008-09,4876040.666666666,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,130611.0,2007-08 - 2009-10,4932142.666666666,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,128139.33333333334,2008-09 - 2010-11,4974397.333333333,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,125879.0,2009-10 - 2011-12,5036082.0,2.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,135419.0,2010-11 - 2012-13,5084908.666666666,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,140042.66666666666,2011-12 - 2013-14,5124203.333333333,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,153573.3333333333,2012-13 - 2014-15,5156927.333333333,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,153592.0,2013-14 - 2015-16,5196702.0,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,151323.66666666666,2014-15 - 2016-17,5271263.333333334,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,147272.6666666667,2015-16 - 2017-18,5286228.0,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,149536.33333333334,2016-17 - 2018-19,5335687.666666667,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,155853.66666666666,2017-18 - 2019-20,5323125.0,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,156996.6666666667,2018-19 - 2021-22,5418662.333333333,3.0
E12999901,Not in low income (at or above threshold),Single,In low income (below threshold),population,158200.5,2019-20 - 2021-22,5408062.5,3.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,0.0,1994-95 - 1996-97,0.0,
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,927908.0,1995-96 - 1997-98,1594292.3333333335,58.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,1827235.3333333333,1996-97 - 1998-99,3181198.6666666665,57.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,2766858.6666666665,1997-98 - 1999-00,4774674.333333333,58.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,2820504.333333333,1998-99 - 2000-01,4769541.0,59.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,2923358.0,1999-00 - 2001-02,4801733.666666667,61.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3003054.666666667,2000-01 - 2002-03,4774531.666666667,63.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3076990.666666667,2001-02 - 2003-04,4772423.333333334,64.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3149486.0,2002-03 - 2004-05,4763361.333333333,66.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3239850.0,2003-04 - 2005-06,4848662.666666667,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3244356.333333333,2004-05 - 2006-07,4880736.333333333,66.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3267592.6666666665,2005-06 - 2007-08,4900292.333333334,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3241356.0,2006-07 - 2008-09,4876040.666666666,66.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3285855.0,2007-08 - 2009-10,4932142.666666666,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3318019.0,2008-09 - 2010-11,4974397.333333333,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3398802.666666667,2009-10 - 2011-12,5036082.0,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3483075.6666666665,2010-11 - 2012-13,5084908.666666666,68.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3499667.0,2011-12 - 2013-14,5124203.333333333,68.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3504300.333333333,2012-13 - 2014-15,5156927.333333333,68.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3513627.0,2013-14 - 2015-16,5196702.0,68.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3556293.0,2014-15 - 2016-17,5271263.333333334,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3559872.6666666665,2015-16 - 2017-18,5286228.0,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3587188.666666667,2016-17 - 2018-19,5335687.666666667,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3567972.3333333335,2017-18 - 2019-20,5323125.0,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3612595.6666666665,2018-19 - 2021-22,5418662.333333333,67.0
E12999901,Not in low income (at or above threshold),Single,Not in low income (at or above threshold),population,3580777.5,2019-20 - 2021-22,5408062.5,66.0
